Product_Type,SKU_ID,Price,Availability,Units_Sold,Revenue,Customer_Segment,Stock_Levels,Shipping_Lead_Time,Order_Quantity,Shipping_Time,Carrier,Shipping_Cost,Supplier_ID,Supplier_Lead_Time,Production_Volume,Mfg_Lead_Time,Mfg_Cost,Inspection_Result,Defect_Rate,Transport_Mode,Route,Logistics_Cost,Gross_Margin_Pct,Revenue_Per_Unit,Daily_Demand,Stock_Cover_Days,Demand_Stock_Ratio,Total_Lead_Time,Cost_Per_Unit,Reorder_Point,Reorder_Gap,Carrying_Cost_Ratio,Supply_Efficiency,Shipping_Cost_Ratio,Future_Sales,Delay_Flag,Inventory_Risk_Class,Cash_Stress_Score
haircare,SKU18,38.27068855870605,24.978058155009094,679.9170634050402,10283.044348135352,Unknown,8.190929639825445,10.185904722056751,42.60258650615607,8.675486570049301,Carrier C,3.5469511204761734,Supplier 2,20.115684399935873,348.1281845461198,15.512345449625114,27.880556836045578,Pending,2.165289702554999,Sea,Route A,677.962852851989,28.413672738352723,14.486748212301691,22.39060293380587,0.4781885239878899,53.86633248424415,36.9997173225762,1.067342726599081,842.1954953559995,0.0,0.012289156530328053,7.387921423571632,0.0005626164155930501,657,1,High,2.94
skincare,SKU3,56.74219916596951,64.55542591548418,94.73446743170253,7900.170283766973,Non-binary,26.576193509028077,12.771951378488156,70.89212882979753,6.2955119906381505,Carrier C,1.6254573979660267,Supplier 5,22.525751772144595,827.7676950063503,16.059146477746456,33.74509002598543,Fail,4.3701070714090555,Rail,Route A,202.23252658734282,44.56068011288231,99.38024020572037,2.835262305487359,7.54638229914337,3.91356856896607,41.40135521660352,2.8308243920771767,146.67939224459508,0.0,0.12908448705163184,15.578338086472543,0.0002019286244075153,79,1,Medium,2.47
skincare,SKU34,36.332350737233426,85.85122666766452,539.7775396624002,9434.375880744217,Unknown,1.0609280786352155,25.06814025061376,21.64229378983183,6.743565777147446,Carrier A,0.9498982461631279,Supplier 1,4.06863900354837,410.4487247185127,11.51502727186564,9.51751964357856,Pass,0.6612864847948695,Road,Route B,516.4920680616517,71.65065728284038,16.83936166322726,15.754663879532503,0.0,294.41706986314495,14.654052890975539,0.8497008964273798,339.9474424101366,0.0,0.00047307449998357774,25.691949641977537,0.00010474481676754155,603,1,High,0.74
skincare,SKU63,14.113536941481645,53.45165397605811,229.1616076264133,4521.366224639708,Non-binary,45.77593707728171,18.01087748094536,9.71633963621016,4.302396513077969,Carrier A,2.5392837959684846,Supplier 3,17.319024390769044,757.725130952586,9.757478528818659,21.793484956804896,Pending,3.7014769194442394,Sea,Route A,782.7608289361344,0.0,19.00143716037093,8.259311579864042,6.231855352328848,5.4039474246208,30.93374776657388,2.835169737993576,297.15831823575286,0.0,0.3100607187295097,72.87241336010754,0.0006002302741800057,148,0,Medium,5.4
haircare,SKU48,75.08773061561239,27.355019563288128,29.352796450288345,7246.614928577626,Non-binary,25.122862135508576,17.812320341540225,8.920396539476073,3.439566871113127,Carrier C,6.095493095368305,Supplier 2,7.728394087730154,106.59839397028968,19.40763933869707,20.869846173292046,Fail,1.527149551277444,Rail,Route B,791.5240641183345,67.83842002213356,266.173320560238,0.944182683220781,31.64589716656904,1.0371867662732157,24.370098929807046,28.050529029439744,31.092055290220834,0.0,0.3502088123011741,10.44301268337482,0.0010515644091353355,25,0,Low,0.36
skincare,SKU16,7.253078038671289,77.4654563140317,229.4096144186661,6537.520076113368,Female,2.0632625542149543,5.537872780429244,83.77359457758605,0.9871011158081996,Carrier B,4.281208311961845,Supplier 1,2.6529320580224898,451.4788720222422,22.16114778918108,65.6273623326278,Pass,1.0324892816876488,Air,Route A,887.8452969359278,0.0,23.227612298451824,8.680078104730299,0.1775264388366947,88.75335888565994,24.329453297547424,3.308740939103904,274.52483496703394,0.0,0.07668323634917004,4.632616357637838,0.000630772945778011,268,0,High,26.5
haircare,SKU43,12.371530618356944,6.836064502769741,617.6457046462976,5170.717560040018,Unknown,34.40424730654015,24.70206744735805,88.47124712787944,10.19085662936019,Carrier B,2.987385293719822,Supplier 5,1.135698427401886,214.19447405008856,21.019089756350727,26.816986675830897,Pending,0.3412001140953738,Air,Route A,741.2729184290461,0.0,9.846777776371667,18.46762260724181,1.6886418326475092,16.810835013944274,23.034765515649283,1.2092461024612104,599.982197096032,0.0,0.14714737029813393,2.359448527454376,0.0005896523766205598,540,1,Medium,6.8
cosmetics,SKU91,58.97304946086988,97.48787058200388,864.175780171017,2129.422629196761,Male,99.27880365710482,26.720486872023457,80.50887285977495,7.714108586516886,Carrier B,7.776496495357384,Supplier 4,4.794498315126696,215.67213510386546,29.063896994564395,38.71671002734032,Pending,0.6474502282969344,Rail,Route B,1089.5537829849281,37.44147273290513,2.0421409389094487,29.37151885265325,3.177623073730168,10.076488881674301,31.00999680082596,1.121099726918358,1062.25315041498,0.0,0.07261970452088003,2.797438795317721,0.004188691432759479,1022,1,Medium,4.05
cosmetics,SKU29,61.41114162738153,2.6317009686286053,263.4073368763973,8101.132741412095,Female,46.20276863180725,4.7119259679163354,66.07166825197172,6.048008230858026,Carrier B,7.422950145639764,Supplier 1,14.480294111153063,351.9718285699063,6.536732027125881,43.6243023893915,Pass,3.624488676845555,Road,Route B,893.1959498335361,32.13463035767709,33.997117398738226,8.459039776414597,4.7863487980454185,5.2575901096994,22.519242007089083,3.072193316417159,219.245539389539,0.0,0.11115452767077517,5.139575669758653,0.0009310110380632165,211,0,Medium,2.23
cosmetics,SKU92,46.15175226125456,49.07625668515145,255.99467008988688,1866.1792112704939,Male,85.45712282582761,21.448100602399894,11.338314781998688,7.819031465495217,Carrier B,4.37184846392577,Supplier 2,4.2376086262995125,632.0521065200517,28.49904154310865,58.84619314099205,Pass,0.28661717243859947,Rail,Route B,231.02710429328883,0.0,7.657268423893726,9.876966414500805,8.940899151131543,2.850039917121807,29.58305574816264,0.8553687456123278,359.6241932429137,0.0,0.4508007352509983,58.69184303863169,0.0022813848478492457,278,1,Low,4.45
haircare,SKU45,34.4210571115534,0.9707081727359052,21.02092158989064,5547.484827369062,Male,95.10504109375854,7.185398346428366,53.50992857725896,5.746038687012782,Carrier B,5.151999866239746,Supplier 2,24.082897459508047,873.4040960074168,24.4497594136267,63.02747302362311,Pass,3.5592765247826357,Rail,Route A,543.2501487034763,0.0,217.21753296125004,0.7757088297748688,114.3961420841436,0.2371558837025286,51.93346776329639,22.43115109796877,55.38550828583582,36.46964390900608,7.87317747830021,15.21415057774033,0.0010357035842642381,11,1,Low,4.42
haircare,SKU5,1.58851623726682,87.02336710364654,157.38524307570518,2586.2425706302433,Non-binary,86.76631273569633,26.378236127705264,71.27137838763872,3.275399819178844,Carrier B,3.763215898248536,Supplier 4,10.79800702906365,113.808906292785,18.515974901783387,54.361269818518274,Fail,2.728100384924066,Road,Route A,205.93588078657663,0.0,18.683557027524834,4.929975736491795,18.55879050698909,1.721091243315907,33.612053295369634,1.540598308171911,149.23537844165935,0.0,20.724939960107612,1.4806674203910701,0.001716589078287666,169,1,Low,95.54
skincare,SKU98,18.47144848282792,42.557730485018425,907.8201681559826,7879.5402765027775,Female,45.75085088585887,1.017516000991007,29.956425455136294,7.5381050391628674,Carrier B,1.5257205332639743,Supplier 5,26.210352681325343,590.9499536828691,7.974605005509041,5.68042817872577,Pending,3.231222570522382,Rail,Route A,982.4051592814532,83.26528304506448,10.076955551307519,31.591277681400996,1.8189623528066903,17.827517385378737,34.61052742766185,0.8480165255002976,1451.7616658826546,0.0,0.017719642284790543,17.614718631588477,0.0001916911704953758,732,1,High,2.4
skincare,SKU36,9.658590846115777,28.951562150915084,856.9238519005215,7550.939446756418,Female,18.376753503891894,21.18573397743251,24.812615205182283,3.2863934110121846,Carrier B,2.0434430918194897,Supplier 2,25.502022674576175,641.6547413831399,17.827813555475768,50.2767642290839,Fail,3.5376858305038748,Air,Route C,409.61359879433644,0.0,6.6383649122453,32.71875159297425,0.5258894928731888,53.260612812474825,40.72890049301876,0.4364980638272835,1678.2815073477982,0.0,0.08816048894791297,20.413529991291973,0.00029833870418488167,733,1,High,16.49
cosmetics,SKU23,4.59495847109276,32.5022506358987,376.52890501871985,8633.96577340341,Unknown,73.9744154507022,4.699714735247747,25.380543623969917,7.246441213331701,Carrier A,3.121915019676139,Supplier 5,10.600282728801682,519.9139311633182,29.715004914704846,91.76275234633488,Pending,1.4144465926681893,Rail,Route A,226.72800254380226,0.0,21.311727803273303,11.51119320374328,6.474807855783872,4.6287496572441125,39.13421025259935,0.5016471736658951,577.3987809044198,0.0,4.598781477542647,16.031672673327037,0.0002787713224817113,321,0,Low,57.03
cosmetics,SKU92,48.89650566057459,44.21002145347585,236.83487731246427,2276.4308668917115,Male,88.5990895381618,22.40135279643442,9.708516072090777,7.626872480762222,Carrier B,4.159231373614923,Supplier 2,4.260029665234431,611.6124750968346,29.42837908772743,55.894007151111694,Pass,0.3324476386916538,Rail,Route B,234.97852999889923,0.0,7.658188312753871,9.02408477619289,8.965750185281154,2.7776088338328746,33.78890803572732,0.747141540516002,324.9943167358002,0.0,0.4190093711813842,64.09887166802818,0.002246746019764793,204,1,Low,3.9
haircare,SKU45,33.92232054722166,0.9698578629712287,23.309212382775605,5945.639655500044,Male,88.84246973640799,7.098801833629503,54.817647649852304,6.12034069337156,Carrier B,5.667573306786711,Supplier 2,24.226767972674423,836.7712040312641,21.410782516314914,73.45793576437488,Pass,3.508892551569988,Rail,Route A,483.2429832984323,0.0,235.14495829336587,0.7335838126118931,113.47267233835228,0.22836270046427234,54.5536657054415,21.11604267358939,51.80877659553314,38.729877442705956,7.506074927196899,13.905655029058275,0.000986076993891081,15,0,Low,5.31
skincare,SKU52,89.89337790793529,1.0718664892943073,894.5829823499814,10149.251941271898,Male,57.885696821831246,10.816563315123013,11.514561600205434,1.061500642977673,Carrier B,7.3613451130322645,Supplier 1,10.592391680328426,654.6915209855389,26.66743693782527,10.089025121664777,Pending,2.3129966160819215,Air,Route C,666.8602508914399,82.91740726670075,10.75279413470977,26.102356728344706,2.2730549335164962,12.83369479533879,40.7806746548833,0.6794718955403166,1156.7245455032712,0.0,0.006623116040158731,64.10579239609505,0.0008936173596385658,559,0,Medium,1.2
cosmetics,SKU94,3.131996501067301,90.7037602405431,1042.8386396541987,7475.506173580272,Unknown,68.25527038511117,26.998481434516943,57.58220895269992,8.59103868951484,Carrier B,7.104654428138585,Supplier 2,12.727468938598953,997.0943544157127,15.990850269494967,67.49737997245485,Pass,1.486035580157422,Rail,Route B,922.906974163841,0.0,8.430540621334917,31.32252023522216,2.3850219501436576,12.174923384264147,25.63902832915478,0.8888960931412607,1203.4969463032235,0.0,1.5489478415905773,11.610349400304193,0.0009645265140962858,919,0,Medium,61.39
skincare,SKU98,19.224454491871207,44.287085146915544,964.2698625827815,9388.171302872937,Female,56.571659311043334,0.9021233573994748,23.290851326631945,7.3928241613249845,Carrier B,1.4195010223767301,Supplier 5,28.876891888029647,660.9343321395031,8.556056575768437,6.1837268313422795,Pending,2.7669821030310247,Rail,Route A,992.6691280158046,75.93077112161643,8.212115081761464,29.417076592708327,1.960530855951311,19.328341844513655,38.78849531140478,0.9923469215056547,1382.0064172881443,0.0,0.016314143393273202,22.760291970561177,0.00020924559783468672,726,1,High,2.13
cosmetics,SKU59,58.899031810731984,31.571980290869067,490.3881874933405,1035.0812998979084,Non-binary,115.18821482684855,16.132826266983372,21.929773358638254,6.864850791414973,Carrier B,7.873420940698792,Supplier 1,10.184702105746114,189.50983280274698,3.680739649163248,2.104018150071655,Fail,0.426710138349996,Air,Route A,303.7774011018,93.71414213456283,2.2978170975154733,18.513094458181723,6.207357360430501,4.787819783848584,14.312077696752938,0.5601591096861365,283.824855986874,0.0,0.005263891281697905,6.4788448828692955,0.006600487444977251,444,1,Low,0.5
cosmetics,SKU96,27.11274817627125,27.01500284540604,341.3759231602416,8099.249503665325,Non-binary,74.16703339026975,1.9705238731156616,35.37674862940482,3.1346272075440194,Carrier C,5.840754178635436,Supplier 3,33.36291110320219,641.6120982737746,28.382613333352317,17.28842149255788,Pending,4.349799398014291,Road,Route A,228.07076045364153,28.691669941252574,20.700428763424743,10.036993007099456,6.775156589479164,4.3287713531027965,53.309613810642844,0.5514569564653695,725.494414281871,0.0,0.12792101451346746,17.236577021252415,0.0006157999036233929,221,1,Medium,3.51
cosmetics,SKU62,64.73618070212291,89.11396893909178,274.2028860693657,4215.839793639855,Unknown,89.81791447438083,1.906838819240793,40.735770490946514,7.590367778315393,Carrier C,7.159060857859779,Supplier 2,12.67716462463259,694.2269663183172,13.098595087104759,22.203075356080014,Pass,1.8734280359612392,Sea,Route C,371.1139505202526,67.24143074236468,15.323781920381254,9.278214588627966,9.43207543975572,2.9948909778474246,28.29622004282458,1.2354020609490668,300.78308670976145,0.0,0.09236883449440195,15.912079392493201,0.0019128247724204417,344,1,Low,1.28
haircare,SKU84,87.19004614738903,114.41424865780412,649.3145857332722,2081.3100320342573,Unknown,75.70292762764373,23.871914290407677,76.09748077510608,9.732168860574754,Carrier A,8.64206427496958,Supplier 5,23.16527560846407,565.3722161709853,20.12055994308653,33.876581293340685,Pass,4.907609590399608,Air,Route B,481.4137395816177,58.60441866820359,3.4123000672693498,18.88562782718188,3.4386621375415194,8.552474312675978,45.04793900323903,0.658039437887085,1010.2010861910102,0.0,0.046877470462586425,7.469400935047666,0.00429802744463001,546,1,Medium,2.83
skincare,SKU31,49.706204727980534,29.654109880445677,172.5166474683313,9161.211785964659,Male,6.246937781468937,17.402628277622913,49.88717918837872,4.441382385115998,Carrier B,2.659873587789686,Supplier 3,23.198053243602683,518.5000230138899,8.352985292323316,59.41173746461993,Pending,2.5133755583031765,Rail,Route C,572.5483542626976,0.0,56.797988720293084,5.877096214866083,1.167870283740357,26.880068515755475,34.38437334443576,3.2308410159324423,238.1281333999115,0.0,0.047998006532637714,9.250034146022909,0.00029541368155251724,123,0,High,4.4
skincare,SKU86,21.535594786722918,16.331986031670535,192.22751668688235,1260.4739962305891,Unknown,30.27048594660684,12.172774804943629,24.16395597924448,6.078870075896631,Carrier B,1.3937256599870422,Supplier 1,3.691621093058428,576.9462510725898,18.74220076645276,76.55437007564629,Pass,1.8022273052225433,Rail,Route A,274.335729012103,0.0,5.362517596331786,8.051193917522104,4.0069404168278195,7.4557417587198005,22.232875604597936,1.133161601841637,195.8793482754811,0.0,0.5453577684539768,26.015665647237636,0.0013031682530616395,128,0,Medium,10.87
skincare,SKU32,75.87692723659421,43.437906276113004,766.9759915993945,10350.3362300917,Unknown,86.27691741906561,13.049745034936347,75.75410995787537,4.411237207754585,Carrier C,6.052578589567337,Supplier 3,32.16474265765925,777.6098372415074,6.383643650812461,29.43104104814853,Pass,1.7984949683795912,Road,Route A,615.4790257850312,61.780025600066615,11.759788749820785,23.74021665623797,3.397392535465108,7.205786008783461,37.122173820455394,0.9741985897472909,1222.9870305388715,0.0,0.05000827325801205,12.930582850542127,0.000656699972982715,689,0,Medium,2.32
skincare,SKU66,29.075198654864845,55.5654199890089,679.2515769157148,7961.483456751767,Female,12.447526431518218,20.843861672678347,21.06738153194533,7.870225347915177,Carrier A,2.1955020363479916,Supplier 5,25.62710056450812,922.7407650747558,25.856597362663628,43.08617640800024,Fail,3.2956468839170032,Road,Route A,398.63877830054133,0.0,12.853657775767152,22.963347638982338,0.605679239258922,42.73066192330876,53.34639618527765,0.5241845083640472,1290.7062912928952,0.0,0.029700421827961117,36.14641217275562,0.0002811930345106153,680,1,High,5.93
cosmetics,SKU17,81.49513079709274,82.2279543572704,120.9659906547708,1921.5006673406813,Female,43.01311623662343,18.45660530802283,94.53628235868457,8.562606506335008,Carrier C,4.12562230395177,Supplier 1,6.094473792541037,423.6444577648648,17.141115038356567,50.479641772137974,Fail,0.10194224726619895,Air,Route C,610.8655911965568,37.74832287691234,19.65651460177147,3.837677302428462,10.811881896905811,2.7187823778807108,20.863094231138632,5.133012304950014,94.56540977944212,0.0,0.22098365211360316,4.8827996904462845,0.00131192589059108,140,1,Low,2.33
haircare,SKU24,4.242057568699944,32.2720413162741,221.9265389136857,8486.819076346705,Male,3.788621652072884,25.54094715441085,1.8294204600727424,7.844813405341508,Carrier C,8.923199965908506,Supplier 2,28.935357287350904,413.5534590427489,3.0606942590784048,45.08808777219684,Pending,3.817766957511155,Air,Route A,769.4007012158334,0.0,48.108282253394044,7.58886228182454,0.5924954271829543,40.51551273229673,28.981329216380878,4.130201511811621,280.55733180111105,0.0,0.20203074992741307,164.9626522078779,0.0010981332582073295,160,1,High,30.86
